2019-04-03 11:51:47 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] - HV000001: Hibernate Validator 6.0.14.Final
2019-04-03 11:51:51 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Initializing ExecutorService 'applicationTaskExecutor'
2019-04-03 11:51:51 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Initializing ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 11:51:51 [main] WARN  [org.springframework.cloud.netflix.core.CoreAutoConfiguration] - This module is deprecated. It will be removed in the next major release. Please use spring-cloud-netflix-hystrix instead.
2019-04-03 11:51:51 [main] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Starting filter initializer
2019-04-03 11:51:51 [main] INFO  [org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver] - Exposing 23 endpoint(s) beneath base path '/actuator'
2019-04-03 11:51:52 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 80 (http) with context path ''
2019-04-03 11:51:52 [main] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Registering service with consul: NewService{id='consul-zuul-gateway-80', name='consul-zuul-gateway', tags=[secure=false], address='wzhaha', meta=null, port=80, enableTagOverride=null, check=Check{script='null', interval='null', ttl='30s', http='null', method='null', header=null, tcp='null', timeout='null', deregisterCriticalServiceAfter='null', tlsSkipVerify=null, status='null'}, checks=null}
2019-04-03 11:51:52 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - Started ZuulServiceApplication in 4.29 seconds (JVM running for 5.422)
2019-04-03 11:51:52 [RMI TCP Connection(2)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2019-04-03 11:51:52 [RMI TCP Connection(4)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 11:51:52 [RMI TCP Connection(4)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 11:51:52 [RMI TCP Connection(4)-127.0.0.1] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 11:51:52 [RMI TCP Connection(2)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Completed initialization in 11 ms
2019-04-03 11:57:34 [Thread-8] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Stopping filter initializer
2019-04-03 11:57:34 [Thread-8] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Deregistering service with consul: consul-zuul-gateway-80
2019-04-03 11:57:34 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Shutting down ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 11:57:34 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Shutting down ExecutorService 'applicationTaskExecutor'
2019-04-03 11:57:37 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] - HV000001: Hibernate Validator 6.0.14.Final
2019-04-03 11:57:38 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$2f3235c2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 11:57:38 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 11:57:38 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 11:57:38 [main] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 11:57:38 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - No active profile set, falling back to default profiles: default
2019-04-03 11:57:39 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2019-04-03 11:57:39 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'hystrix.stream' contains invalid characters, please migrate to a valid format.
2019-04-03 11:57:39 [main] INFO  [org.springframework.cloud.context.scope.GenericScope] - BeanFactory id=966844a7-30ae-3092-ba6b-0296b6e99194
2019-04-03 11:57:39 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$2f3235c2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 11:57:40 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 80 (http)
2019-04-03 11:57:40 [main] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization completed in 1892 ms
2019-04-03 11:57:40 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 11:57:40 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 11:57:40 [main] INFO  [com.netflix.config.DynamicPropertyFactory] - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@5a30722c
2019-04-03 11:57:41 [main] INFO  [org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar] - Registered '/actuator/hystrix.stream' to hystrix.stream-actuator-endpoint
2019-04-03 11:57:41 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 11:57:41 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 11:57:41 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Initializing ExecutorService 'applicationTaskExecutor'
2019-04-03 11:57:41 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Initializing ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 11:57:42 [main] WARN  [org.springframework.cloud.netflix.core.CoreAutoConfiguration] - This module is deprecated. It will be removed in the next major release. Please use spring-cloud-netflix-hystrix instead.
2019-04-03 11:57:42 [main] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Starting filter initializer
2019-04-03 11:57:42 [main] INFO  [org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver] - Exposing 23 endpoint(s) beneath base path '/actuator'
2019-04-03 11:57:42 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 80 (http) with context path ''
2019-04-03 11:57:42 [main] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Registering service with consul: NewService{id='consul-zuul-gateway-80', name='consul-zuul-gateway', tags=[secure=false], address='wzhaha', meta=null, port=80, enableTagOverride=null, check=Check{script='null', interval='null', ttl='30s', http='null', method='null', header=null, tcp='null', timeout='null', deregisterCriticalServiceAfter='null', tlsSkipVerify=null, status='null'}, checks=null}
2019-04-03 11:57:42 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - Started ZuulServiceApplication in 5.565 seconds (JVM running for 6.549)
2019-04-03 11:57:42 [RMI TCP Connection(6)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2019-04-03 11:57:42 [RMI TCP Connection(4)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 11:57:42 [RMI TCP Connection(4)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 11:57:42 [RMI TCP Connection(4)-127.0.0.1] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 11:57:42 [RMI TCP Connection(6)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Completed initialization in 13 ms
2019-04-03 11:58:26 [Thread-8] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Stopping filter initializer
2019-04-03 11:58:26 [Thread-8] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Deregistering service with consul: consul-zuul-gateway-80
2019-04-03 11:58:26 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Shutting down ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 11:58:26 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Shutting down ExecutorService 'applicationTaskExecutor'
2019-04-03 12:02:48 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] - HV000001: Hibernate Validator 6.0.14.Final
2019-04-03 12:02:49 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$a0914eff] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 12:02:49 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 12:02:49 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 12:02:49 [main] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 12:02:49 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - No active profile set, falling back to default profiles: default
2019-04-03 12:02:50 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2019-04-03 12:02:50 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'hystrix.stream' contains invalid characters, please migrate to a valid format.
2019-04-03 12:02:51 [main] INFO  [org.springframework.cloud.context.scope.GenericScope] - BeanFactory id=966844a7-30ae-3092-ba6b-0296b6e99194
2019-04-03 12:02:51 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$a0914eff] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 12:02:51 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 80 (http)
2019-04-03 12:02:51 [main] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization completed in 1667 ms
2019-04-03 12:02:51 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 12:02:51 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 12:02:51 [main] INFO  [com.netflix.config.DynamicPropertyFactory] - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@42d9e8d2
2019-04-03 12:02:52 [main] INFO  [org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar] - Registered '/actuator/hystrix.stream' to hystrix.stream-actuator-endpoint
2019-04-03 12:02:52 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 12:02:52 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 12:02:52 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Initializing ExecutorService 'applicationTaskExecutor'
2019-04-03 12:02:53 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Initializing ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 12:02:53 [main] WARN  [org.springframework.cloud.netflix.core.CoreAutoConfiguration] - This module is deprecated. It will be removed in the next major release. Please use spring-cloud-netflix-hystrix instead.
2019-04-03 12:02:53 [main] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Starting filter initializer
2019-04-03 12:02:53 [main] INFO  [org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver] - Exposing 23 endpoint(s) beneath base path '/actuator'
2019-04-03 12:02:53 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 80 (http) with context path ''
2019-04-03 12:02:53 [main] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Registering service with consul: NewService{id='consul-zuul-gateway-80', name='consul-zuul-gateway', tags=[secure=false], address='wzhaha', meta=null, port=80, enableTagOverride=null, check=Check{script='null', interval='null', ttl='30s', http='null', method='null', header=null, tcp='null', timeout='null', deregisterCriticalServiceAfter='null', tlsSkipVerify=null, status='null'}, checks=null}
2019-04-03 12:02:53 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - Started ZuulServiceApplication in 4.599 seconds (JVM running for 5.446)
2019-04-03 12:02:53 [RMI TCP Connection(7)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2019-04-03 12:02:53 [RMI TCP Connection(6)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 12:02:53 [RMI TCP Connection(6)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 12:02:53 [RMI TCP Connection(6)-127.0.0.1] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 12:02:53 [RMI TCP Connection(7)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Completed initialization in 11 ms
2019-04-03 12:03:54 [Thread-8] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Stopping filter initializer
2019-04-03 12:03:54 [Thread-8] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Deregistering service with consul: consul-zuul-gateway-80
2019-04-03 12:03:54 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Shutting down ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 12:03:54 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Shutting down ExecutorService 'applicationTaskExecutor'
2019-04-03 12:03:57 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] - HV000001: Hibernate Validator 6.0.14.Final
2019-04-03 12:03:58 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$df13d691] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 12:03:59 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 12:03:59 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 12:03:59 [main] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 12:03:59 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - No active profile set, falling back to default profiles: default
2019-04-03 12:04:00 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
2019-04-03 12:04:00 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'hystrix.stream' contains invalid characters, please migrate to a valid format.
2019-04-03 12:04:00 [main] INFO  [org.springframework.cloud.context.scope.GenericScope] - BeanFactory id=966844a7-30ae-3092-ba6b-0296b6e99194
2019-04-03 12:04:01 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$df13d691] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 12:04:01 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 80 (http)
2019-04-03 12:04:01 [main] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization completed in 2088 ms
2019-04-03 12:04:01 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 12:04:01 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 12:04:01 [main] INFO  [com.netflix.config.DynamicPropertyFactory] - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@4602f874
2019-04-03 12:04:02 [main] INFO  [org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar] - Registered '/actuator/hystrix.stream' to hystrix.stream-actuator-endpoint
2019-04-03 12:04:02 [main] WARN  [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2019-04-03 12:04:02 [main] INFO  [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2019-04-03 12:04:02 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Initializing ExecutorService 'applicationTaskExecutor'
2019-04-03 12:04:03 [main] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Initializing ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 12:04:03 [main] WARN  [org.springframework.cloud.netflix.core.CoreAutoConfiguration] - This module is deprecated. It will be removed in the next major release. Please use spring-cloud-netflix-hystrix instead.
2019-04-03 12:04:03 [main] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Starting filter initializer
2019-04-03 12:04:03 [main] INFO  [org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver] - Exposing 23 endpoint(s) beneath base path '/actuator'
2019-04-03 12:04:03 [main] INFO  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 80 (http) with context path ''
2019-04-03 12:04:03 [main] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Registering service with consul: NewService{id='consul-zuul-gateway-80', name='consul-zuul-gateway', tags=[secure=false], address='wzhaha', meta=null, port=80, enableTagOverride=null, check=Check{script='null', interval='null', ttl='30s', http='null', method='null', header=null, tcp='null', timeout='null', deregisterCriticalServiceAfter='null', tlsSkipVerify=null, status='null'}, checks=null}
2019-04-03 12:04:03 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - Started ZuulServiceApplication in 5.597 seconds (JVM running for 6.621)
2019-04-03 12:04:03 [RMI TCP Connection(8)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2019-04-03 12:04:03 [RMI TCP Connection(10)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 12:04:03 [RMI TCP Connection(10)-127.0.0.1] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 12:04:03 [RMI TCP Connection(10)-127.0.0.1] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 12:04:03 [RMI TCP Connection(8)-127.0.0.1] INFO  [org.springframework.web.servlet.DispatcherServlet] - Completed initialization in 11 ms
2019-04-03 12:13:40 [Thread-8] INFO  [org.springframework.cloud.netflix.zuul.ZuulFilterInitializer] - Stopping filter initializer
2019-04-03 12:13:40 [Thread-8] INFO  [org.springframework.cloud.consul.serviceregistry.ConsulServiceRegistry] - Deregistering service with consul: consul-zuul-gateway-80
2019-04-03 12:13:40 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler] - Shutting down ExecutorService 'catalogWatchTaskScheduler'
2019-04-03 12:13:40 [Thread-8] INFO  [org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] - Shutting down ExecutorService 'applicationTaskExecutor'
2019-04-03 12:13:43 [background-preinit] INFO  [org.hibernate.validator.internal.util.Version] - HV000001: Hibernate Validator 6.0.14.Final
2019-04-03 12:13:44 [main] INFO  [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$e80037f8] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-03 12:13:44 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Fetching config from server at : http://localhost:8888
2019-04-03 12:13:44 [main] INFO  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2019-04-03 12:13:44 [main] WARN  [org.springframework.cloud.config.client.ConfigServicePropertySourceLocator] - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/consul-zuul-gateway/dev": Connection refused (Connection refused); nested exception is java.net.ConnectException: Connection refused (Connection refused)
2019-04-03 12:13:44 [main] INFO  [com.springcloud.project.zuulservice.ZuulServiceApplication] - No active profile set, falling back to default profiles: default
2019-04-03 12:13:45 [main] WARN  [org.springframework.boot.actuate.endpoint.EndpointId] - Endpoint ID 'service-registry' contains invalid characters, please migrate to a valid format.
